,caption
350,"Dr Nattapong Nithu-Uthai spends every Wednesday collecting waste from beaches in Thailand. So far he has collected 80,000 kg of trash which he recycles. Some of the waste is made into Tlejourne sandals by his company Trash Hero Pattani. (Info and photo from Sustainabilitychampions)
#goodnews #positivenews #globalpositivenews #fightplasticpollution #trashheropattani #noplanetb #oceancleanup"
351,"Shoreline cleanups are hard work!

Many of the beaches that Peterson cleans are rocky with limited access. 🛻

Have you ever noticed how many photos we have of someone dragging heavy lines or nets? That's because there are often long distances between where plastic accumulates and the nearest road access!

In January alone, Peterson and his workers dragged over 2800 lbs (over 1300 kg) of heavy plastic debris from Abaco beaches!💛💛

Enjoy your well-deserved rest, Peterson!💙😴 #volunteering #oceancleanup #plasticpollution"
352,"Looking back at our Valentine’s weekend last year when we teamed up with @cleanmiamibeach and @ocaquatics at Hobie beach to show our beaches some love. 30 volunteers volunteers took away 12 bags of trash for a total of 111 pounds cleaned up! 

📍Join us this Saturday at Morningside Park for another cleanup + yoga event! Click on the link in bio for registration and more information. 

Hope to see you there!  #letsgetcleaning

#seakeepers

#beachcleanup #oceancleanup #plasticocean #pollution #oceanconservation #marinedebris #plasticproblem #savetheseas #helptheearth"
353,"Did you know that in 2021 the reported amount of plastic pollution in the world’s oceans is of 363,762,732,605 pounds❓

💙 Meet our partner @sevencleanseas who develops new ways to fighting this plastic crisis"
354,"Our activities in Tanzania will continue in 2022. We started on Janury 22nd involving kids and young adults from the local eco-jogging club and the local boxing club.

Here is what our clean-up coordinator Olarip Tomito says about the event:

""The kickoff for our 2022 event was one of a kind and was conducted in one of the unique beaches in Dar es Salaam. Despite the fact that it was drizzling but it never stopped us from what we planned for the day. As part of their Saturday plogging routine we started doing light warm-ups accompanied with music. Thereafter we started doing plogging (jogging with picking wastes) on the way to Kichangani beach where we conducted our beach cleanup. After the beach cleanup we did a waste brand audit and recorded data on the wastes collected (25 bags) then we switched to sports where there were couple of sports and fun games such as tug of war, sac race, beach soccer and gymnastics.""

On that day the Sana Mare clean-up team and the other participants collected 313 kg of waste. The 5 most common items found were
1. Colored Plastic Beverage Bottles
2. Clear Plastic Beverage Bottles
3. Plastic cups
4. Clothes
5. Food wrappers

More information and photos from the event can be found on the instagram channel of @sanamare.organisationtanzania 

#sdg14 #unsdgs #envirnmentalism #environmentalist #sustainabledevelopment #sustainabledevelopmentgoals #sanamare #sustainable #sustainableliving #wastefree #worldcleanupday #zerowaste #oceancleanup #savewhatyoulove #marineconservation #ipickeditup #litterpicking #5minbeachcleanup #2minutebeachclean #plasticpollution #microplastics #cleanuptheworld #take3forthesea #plogging #stopoceanplastics #4ocean #waterpollution #1billionkilos #savetheplanet #oceancleanup"
355,"Posted @withregram • @ocean.patrol Recebemos várias mensagens dos nossos COOLECTORS preocupados após encontrarem muitas TAR BALLS na praia da ALMAGREIRA. A equipa da OCEAN PATROL dirigiu-se ao local hoje e este já não se encontrava nas condições reportadas, porém 4 mulheres motivadas recolheram ainda algumas bolas de alcatrão e 61.40kg de lixo. 
🪨
Estas “bolas de alcatrão” são pedaços de petróleo bruto solidificados e encontrados no mar ou na costa, que ocorrem quando o petróleo bruto flutua na superfície do oceano, alterando a sua composição física num processo chamado “intemperismo”. 
🪨
Após um derramamento de óleo ou infiltração natural, o óleo espalha-se numa camada fina. O vento e as ondas quebram a mancha em pequenas manchas, ou bolas de alcatrão, que se espalham pelo oceano.
🪨
Inicialmente, os componentes mais leves do óleo evaporam ou dissolvem-se na água, deixando para trás os tipos mais pesados de óleo, como o petróleo. O petróleo mistura-se com a água salgada para criar uma substância espessa e pegajosa.
🪨
As novas bolas de alcatrão que aparecem na praia, especialmente em grande número, podem indicar um derramamento de óleo industrial
🪨
MAS as bolas de alcatrão também podem ocorrer naturalmente de fissuras no fundo do oceano, “lugares onde o petróleo apenas borbulha”.
🪨
A propagação de bolas de alcatrão depende de uma variedade de fatores, incluindo tempestades e mudanças nas correntes.
.
Fonte: @noaa 
.
#oceanpatrol #almagreira #patrulhadooceano #tarball #tarballs #oilspill #derramedepetróleo #beachcleanup #limpezadepraia #oceanminded #savetheocean #plasticocean #cleanseas #cleanupcrew #plasticfreeoceans #noplanetb #marineconservation #oceanconservation #marinelitter #oceanplastic #protecttheocean #fortheoceans #oceancleanup #ecowarrior #sustainability #conservation #environment #oceanlovers"
356,"Throwing it back to last year’s #worldoceansday clean up, alongside @VolunteerCleanup, @CleanMiamiBeach, @surfridermiami, @BlueScholarsInitiative and 120 volunteers who helped us to collect 99 buckets worth of trash for a total of 570 pounds! 

We had such an amazing time, can’t wait for this year’s celebration in June! Will you join us?

#seakeepers 
.
.
.
.

#beachcleanup #savetheseas #plasticocean #marinedebris #cleanbeaches #oceanplastic #oceancleanup #cleanuptheworld"
357,"The guys from The Ocean Cleanup with another trash haul! Pulling out over 3000 kg of trash from the ocean on the 27th of January 2022 👏 Keep up the good work guys! 

💚 www.planetxyz.com 💚

#oceancleanup #ocean #plasticfree #environment #planetxyz"
358,"We couldn't have had a better way to start the year... if in our best dreams!!

An incredible event thanks to the collaboration of our Crew leader Togbe Ghana, and the joint work of ""Lets Go Clean the Beach"".

This time? We have collected more than 2 tons of waste. From it,
we separated total of 850 kg.

Furthermore, we started to pay the participants!!! In pursuit of waste collection through the incentive. 💸

Build a world to be inherited 🌍
#mondo4africa
.
.
.
.
.
.
.
.
.
.
.
#mundo4africa #mundoforafrica #zerowaste #zeroplastic #plasticcrisis #wastecrisis #watercrisis #environment #medioambiente #pollution #contaminacion #climatechange #cambioclimatico #cleanup #trashchallenge #beachcleanups #beachcleanup
#saveourplanet #saveourseas #saveourbeaches #sustainable #sustainability #beachcleaning #makeadifference #limpiezadeplayas #beachguardian #oceancleanup #beachlitter #OceanConservation"
359,"📣PSA! 📣
We know there is snow covering our streets, shared spaces and beaches right now and as beautiful as it is, we must not forget about all the litter that is underneath it. It is so important to be mindful of cleaning up our communities during these winter months. ❄️🌎

2️⃣ Of our #BrandAmbassadors did a quick clean up (120lbs later!!) a few days before the last storm. 🙏
Drop a 🌎 below if you dig this! 👇 Thanks for cleaning up guys! 🌎♥️

We're putting together our schedule for our public cleanup events. Stay tuned for when we're kicking off our season! 🎉

#thecleanearthproject
#thecleanearthcrew #litter #littercleanup #pickitup #keepitclean #keeptheoceanclean #OceanCleanUp #ocean #litterati #litterpicking #lovewhereyoulive #thetrashbagger #garbograbber #trashfreeseas"
360,"Featuring artwork by @iconeo who created these illustrations for an exhibition about plastic pollution 🌊

•-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-•

♻️Follow @recyclewithme.world
🗑 Follow @recyclewithme.world
🌎Follow @recyclewithme.world
to help us grow, support youth and empower environmental awareness.

•-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-•

🔗Learn more about #100poundsofplastic to start your own journey or share with us

•-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-•

#waterpollution #plasticsucks #recyclewithme #beatplasticpollution #naturelover #savetheplanet #trashhero #nurtureournature #leaveitbetter #cleaningtheplanet #iconeo #plasticpollution #zerowaste #cleanseas #oceanart #oceancleanup #fridaysforfuture #noplanetb"
361,"Will you help us choose our February donation recipient? Each month we donate a percentage of our sales to an organization working to stop plastic pollution. Here are our potential recipients this month…
•
•
👊 @tybeemarinesciencecenter uses education and conservation programs like their sea turtle project to foster responsible stewardship of the Georgia Coast by those who live here and by the million tourists who visit Tybee Island each year.
👊 @tybeecleanbeach organizes regular beach cleanups which help prevent litter from entering the ocean and spreads awareness and education to our community.
👊 @theoceancleanup is the world’s largest cleanup in current history, developing systems to extract floating plastic debris from our oceans. In 2021, they removed 816,671 kg of plastic from oceans, coastlines and rivers combined. 
•
•
All three are doing important work, which is why we need you help choosing! Cast your vote in the comments below! 🙏 
•
•
•
#stopplasticpollution #communityaction #noplanetb🌍 #noexcuseforsingleuse #tybeeisland #oceancleanup #savrefillery #savannahrefillery #zerowaste"
362,"We have such dedicated volunteers! Even a tsunami the day before wouldn’t stop them from returning to Linda Mar Beach the next day for a beach clean-up! Thank you to everyone who joined us this year for MLK’s Day of Service. 

Our amazing volunteers collected 52 lbs of trash, 10 lbs of recycling, and over 700 cigarette butts! 

Thank you to the 42 volunteers and site Captains Jim, Ana and Natura#oceancleanup 

To see the full blog post on our website, search for "" 2022 MLK JR Day of Service""

#beachcleanup #makeadifference #volunteer #sanmateocounty #pacifica #oceancleanup"
363,"Reposted from @get.waste.ed Out west in California, more than 500 acres of the redwood forest are being returned to a 10-tribe Native American group for protection! 🌳 This win is decades overdue and will preserve the area from any further logging! 😎

Also in California, endangered Coho salmon can finally make it upstream from the Pacific to reproduce thanks to the heavy rains late in 2021! This doesn't mean California is out of their drought just yet, but it's definitely a good sign 🐟

Across the Pacific, Coca-Cola has partnered with @theoceancleanup to intercept and clear waste in some of the world’s major rivers, starting with the Cần Thơ river in Vietnam. The project will remove 110,000 pounds of waste daily! 🤗 Coca-Cola also plans to make 100% of its packaging recyclable globally by 2025 and has committed to help collect and recycle every bottle and can it sells by 2030 😲

And hopefully everywhere soon enough, General Motors and FedEx have partnered to create zero-emission electric delivery trucks that can replace their more than 100,000 diesel-guzzling fleet 📦  UPS is also planning their own electric trucks and hopefully this momentum will push @amazon to do the same 🧐  Clean air is coming our way! 🥳

Celebrating these wins is how we power up to keep fighting for more! 💪 
.
—————————————————
FOLLOW - @get.waste.ed 🌎💪💪🏾💪🏼
—————————————————
.
📸 @theoceancleanup/ @reuters/ @fedex
ℹ️ @abcnews/ savetheredwoods.org/ 
@inhabitatdesign/ @guardian/ cleantechnica.com/
environmentamerica.org
.
.
#fuckplastic #GetWasteEd #redwoods #trees #forest #nature #mothernature #oceancleanup #saveouroceans #savetheplanet #fedex #amazon #shop #shopping #salmon #wildlife #california #plastic #plasticpollution #pollution #environment #future #sustainability #climatechange #climateaction #globalwarming #eco #ecofriendly #nature #mothernature  #thanksdemocrats"
